@relation '/c:/Users/jmonteil/Documents/HCP Anywhere/Documents/Demos/demo Pol/MyMLSample/Data/MLAllData.arff'
@attribute Class {broken,healthy}
@attribute x numeric
@attribute y numeric
@attribute z numeric
@data
healthy,-5.0756665508,-4.0416378719,24.5556040053
healthy,-4.9929442565,-4.1468861866,24.1973924924
healthy,-4.9252596109,-4.2635417305,23.8491738517
healthy,-4.8723221805,-4.3912266951,23.511555246
healthy,-4.8338345416,-4.5296680758,23.1851407288
healthy,-4.8095012244,-4.6786873037,22.8705416118
healthy,-4.7990361107,-4.8381894536,22.5683858912
healthy,-4.8021683781,-5.0081521421,22.279326911
healthy,-4.8186470793,-5.1886141623,22.0040514074
healthy,-4.8482444459,-5.3796638447,21.7432870469
healthy,-4.8907579978,-5.5814270853,21.4978095298
healthy,-4.9460115248,-5.7940549406,21.2684492933
healthy,-5.0138549981,-6.0177106543,21.0560978041
healthy,-5.0941634506,-6.2525559512,20.861713387
healthy,-5.1868348506,-6.4987364139,20.6863264815
healthy,-5.2917869757,-6.7563657407,20.5310441691
healthy,-5.4089532769,-7.0255086797,20.3970537457
healthy,-5.5382777091,-7.3061624324,20.2856250514
healthy,-5.679708487,-7.5982363399,20.1981111897
healthy,-5.8331907152,-7.9015296921,20.1359471881
healthy,-5.9986578333,-8.2157075506,20.1006460624
healthy,-6.1760218107,-8.5402745478,20.0937916548
healthy,-6.3651620297,-8.8745467287,20.1170275224
healthy,-6.5659128056,-9.2176216344,20.172041068
healthy,-6.7780495119,-9.568347007,20.26054203
healthy,-7.0012733115,-9.9252887152,20.3842344053
healthy,-7.2351945438,-10.2866987709,20.5447808725
healthy,-7.479314882,-10.6504846317,20.7437588396
healthy,-7.733008462,-11.014181349,20.9826073782
healthy,-7.9955022929,-11.3749285286,21.2625645579
healthy,-8.2658563918,-11.7294544909,21.5845950717
healthy,-8.5429442397,-12.0740704276,21.9493085934
healthy,-8.8254343348,-12.4046777017,22.3568700248
healthy,-9.1117738041,-12.7167916711,22.806903698
healthy,-9.4001752335,-13.0055854597,23.2983946778
healthy,-9.6886080516,-13.2659568655,23.82959151
healthy,-9.9747959567,-13.4926210005,24.3979160223
healthy,-10.2562219602,-13.6802302148,24.9998869676
healthy,-10.5301426206,-13.823521318,25.6310652536
healthy,-10.7936129164,-13.9174880649,26.2860290263
healthy,-11.0435229282,-13.9575743823,26.9583867488
healthy,-11.2766470446,-13.9398810272,27.6408354437
healthy,-11.4897057632,-13.8613755396,28.3252692989
healthy,-11.6794393453,-13.7200928309,29.0029408235
healthy,-11.8426916241,-13.5153119371,29.664672791
healthy,-11.9765012492,-13.2476937955,30.3011146085
healthy,-12.0781966529,-12.919365727,30.9030319492
healthy,-12.1454901788,-12.533940833,31.4616141099
healthy,-12.1765662311,-12.0964647185,31.9687802394
healthy,-12.1701581101,-11.6132875366,32.4174639583
healthy,-12.1256084643,-11.0918657294,32.8018563616
healthy,-12.0429090455,-10.5405042483,33.1175900976
healthy,-11.9227166617,-9.9680556005,33.3618519296
healthy,-11.7663437768,-9.3835960111,33.533417354
healthy,-11.5757239555,-8.7961007484,33.6326076569
healthy,-11.353354099,-8.2141400286,33.6611763498
healthy,-11.1022169733,-7.6456140431,33.6221373824
healthy,-10.8256887389,-7.0975410559,33.5195512805
healthy,-10.5274369243,-6.5759069039,33.358287081
healthy,-10.2113145226,-6.0855784111,33.143777665
healthy,-9.8812556337,-5.6302779276,32.881784132
healthy,-9.5411774172,-5.212611956,32.5781817144
healthy,-9.1948921803,-4.8341439624,32.2387759646
healthy,-8.8460323229,-4.4955000172,31.8691541184
healthy,-8.4979897384,-4.1964957611,31.4745730539
healthy,-8.1538702203,-3.936274053,31.0598824376
healthy,-7.8164625269,-3.7134442093,30.6294795923
healthy,-7.4882210615,-3.5262156599,30.1872913533
healthy,-7.1712606293,-3.3725208437,29.7367776121
healthy,-6.8673614465,-3.25012404,29.2809512352
healthy,-6.577982454,-3.1567144497,28.8224094403
healthy,-6.3042810136,-3.0899831323,28.3633723482
healthy,-6.0471371831,-3.0476843678,27.9057251951
healthy,-5.8071809579,-3.0276826596,27.4510614663
healthy,-5.584821094,-3.0279869864,27.0007249465
healthy,-5.3802743654,-3.0467740821,26.5558493249
healthy,-5.1935943428,-3.0824025517,26.1173945269
healthy,-5.0246989995,-3.133419538,25.6861793638
healthy,-4.8733966426,-3.1985615074,25.2629104087
healthy,-4.7394098317,-3.2767505299,24.8482072294
healthy,-4.6223970876,-3.3670872275,24.4426242554
healthy,-4.5219722988,-3.4688413662,24.0466696411
healthy,-4.4377218242,-3.5814408786,23.6608215289
healthy,-4.3692193485,-3.7044599318,23.2855421204
healthy,-4.3160385952,-3.8376065097,22.9212899509
healthy,-4.2777640284,-3.9807098429,22.568530731
healthy,-4.2539996935,-4.133707913,22.2277470796
healthy,-4.2443763511,-4.29663516,21.8994474352
healthy,-4.2485570558,-4.4696104438,21.5841743832
healthy,-4.2662413268,-4.6528252434,21.282512599
healthy,-4.2971680402,-4.8465320188,20.9950965636
healthy,-4.3411171585,-5.0510326147,20.722618165
healthy,-4.397910395,-5.2666665395,20.4658342643
healthy,-4.4674108865,-5.4937989195,20.2255742568
healthy,-4.5495219292,-5.7328078913,20.0027476211
healthy,-4.6441848061,-5.9840711721,19.7983513979
healthy,-4.7513757154,-6.2479515147,19.6134774888
healthy,-4.8711017794,-6.5247807404,19.4493196043
healthy,-5.0033960962,-6.8148420218,19.3071796178
healthy,-5.1483117703,-7.1183500815,19.1884730034
healthy,-5.3059148352,-7.4354289754,19.0947329359
healthy,-5.4762759664,-7.7660871435,19.0276125243
healthy,-5.6594608606,-8.1101894523,18.988884522
healthy,-5.8555191479,-8.4674260105,18.98043772
healthy,-6.0644716969,-8.8372776438,19.0042690765
healthy,-6.2862961727,-9.2189780536,19.0624704811
healthy,-6.5209107231,-9.6114728858,19.1572088971
healthy,-6.7681556962,-10.0133761985,19.2906984872
healthy,-7.0277733363,-10.4229251645,19.4651632306
healthy,-7.2993854826,-10.8379342721,19.6827884957
healthy,-7.5824693858,-11.2557508108,19.9456600953
healthy,-7.8763318998,-11.6732140389,20.2556895448
healthy,-8.1800824709,-12.0866211122,20.6145246277
healthy,-8.4926055622,-12.4917035771,21.0234449926
healthy,-8.8125334034,-12.8836189408,21.4832434109
healthy,-9.1382202464,-13.2569624453,21.9940945592
healthy,-9.4677196223,-13.6058045761,22.5554147523
healthy,-9.7987664186,-13.9237598922,23.1657179377
healthy,-10.1287658965,-14.2040923034,23.8224753607
healthy,-10.454792009,-14.4398607747,24.5219884813
healthy,-10.7735975103,-14.6241074584,25.2592867087
healthy,-11.0816383061,-14.7500873459,26.0280629892
healthy,-11.3751142293,-14.8115347171,26.82066084
healthy,-11.6500278683,-14.802957112,27.6281256452
healthy,-11.9022622078,-14.7199426238,28.4403305657
broken,-42.8377690566,-70.4577780076,123.9640585311
broken,-49.4665712049,-71.4912692719,142.9994991899
broken,-54.752498741,-64.3492586337,160.508464869
broken,-57.0557211152,-48.996113321,170.8879014444
broken,-55.1214152446,-29.6918098186,171.2215080969
broken,-49.0183099424,-12.5051130995,163.3408049038
broken,-40.2551427001,-1.0238790383,151.4744226454
broken,-30.8396394213,4.775853834,138.9860475398
broken,-22.29192104,6.6968478377,127.4141378311
broken,-15.3346165093,6.5714012815,117.0943895244
broken,-10.0771722395,5.6396483502,107.8966881109
broken,-6.305135298,4.5804983522,99.6093567706
broken,-3.692583222,3.7051758626,92.0624047699
broken,-1.9171210417,3.1243606956,85.1404936594
broken,-0.7071654247,2.856895722,78.7671744164
broken,0.1482092505,2.8924146377,72.8893215209
broken,0.8068185434,3.2249898593,67.4677347003
broken,1.3871796592,3.8709429576,62.4731013893
broken,1.9832828509,4.8796424083,57.8858648411
broken,2.6784091446,6.3429599952,53.6996326027
broken,3.5579013488,8.4070433343,49.9293514816
broken,4.7216954253,11.2887935793,46.6277111977
broken,6.2977989822,15.2982137715,43.9169360292
broken,8.4578985317,20.8651562477,42.0496078008
broken,11.4356403835,28.5614172058,41.5228485197
broken,15.5458268208,39.0877964351,43.2836927438
broken,21.1958995283,53.1402007597,49.0626785353
broken,28.8625318238,70.9417267765,61.7797946451
broken,38.9615386124,91.0145216651,85.5354297128
broken,51.4542545451,107.7662679615,123.5090481587
broken,64.969137765,109.2383239688,171.0639969827
broken,75.5937424539,82.3214678014,208.0751212246
broken,77.2083965373,32.2031223607,212.4296570343
broken,66.4071307349,-12.9083527988,189.7105892673
broken,47.3714146868,-36.1916292944,161.8299424994
broken,27.3162841313,-43.2949628317,140.2853800767
broken,10.3695848602,-43.967757459,126.1633192277
broken,-2.6713772964,-43.6552671379,117.6760822413
broken,-12.5075108584,-44.3390371085,113.3261693387
broken,-20.1470771584,-46.3494032,112.3349220482
broken,-26.4356354084,-49.2915382894,114.3716729481
broken,-31.9210520998,-52.377450286,119.2074679235
broken,-36.8305876645,-54.5491036712,126.3792480101
broken,-41.0830315061,-54.6453940824,134.9029183993
broken,-44.3379985244,-51.7597382433,143.1895527417
broken,-46.1192160569,-45.7414182197,149.374532934
broken,-46.028544576,-37.5047777384,152.0315571465
broken,-43.982840535,-28.7489303502,150.7955444994
broken,-40.3267020906,-21.1647858513,146.3641919541
broken,-35.7278421932,-15.7465639473,139.9363916359
broken,-30.9323354142,-12.666827678,132.622324226
broken,-26.5486135575,-11.5837626597,125.1801200577
broken,-22.957049342,-12.0089815422,118.0388640145
broken,-20.3295130701,-13.5329500435,111.4262417797
broken,-18.6983379437,-15.9039003008,105.4854277464
broken,-18.0276729094,-19.0237518527,100.352814282
broken,-18.2667318558,-22.9117516625,96.2079867406
broken,-19.3815366094,-27.6578822001,93.3128751152
broken,-21.3678595512,-33.3661360447,92.0492170434
broken,-24.2474459096,-40.0729242776,92.9495373484
broken,-28.0455607179,-47.6164199112,96.6927387927
broken,-32.7425669243,-55.4361293143,103.993983689
broken,-38.1890218979,-62.3267705405,115.2706868135
broken,-43.9820815721,-66.3070499036,129.9943854861
broken,-49.3400739717,-64.989368485,145.9407800239
broken,-53.0959046549,-56.8487979725,159.1913753039
broken,-53.9965990511,-42.9201820996,165.8454368601
broken,-51.3382589828,-27.0334699321,164.5651211525
broken,-45.5051096106,-13.5060034049,157.1943294292
broken,-37.8253241212,-4.5636755924,146.8381328995
broken,-29.8425284743,-0.029746048,135.8813205546
broken,-22.687460692,1.4009491227,125.4812434613
broken,-16.9062423365,1.0490798623,115.9700892958
broken,-12.5969650088,-0.1716356902,107.3282860053
broken,-9.6148859723,-1.760311988,99.4498422426
broken,-7.7297882161,-3.5117228761,92.2414130147
broken,-6.7174525345,-5.4052819792,85.6445319773
broken,-6.4025316012,-7.5314975034,79.6355054625
broken,-6.6734834177,-10.0533227418,74.2261131822
broken,-7.4846448555,-13.1927237225,69.4738395452
broken,-8.8545837836,-17.232980263,65.5071864664
broken,-10.8653989387,-22.5271912196,62.5741185668
broken,-13.6642290861,-29.4989275464,61.1265585441
broken,-17.4645567166,-38.6062562151,61.9563713831
broken,-22.5385645962,-50.2056348834,66.3827992125
broken,-29.1786614651,-64.187249342,76.4094010227
broken,-37.5807225556,-79.1842472404,94.5105755568
broken,-47.5655684799,-91.2943213561,122.1935162696
broken,-58.0604691702,-93.2609841422,156.3879456781
broken,-66.5085927635,-77.4105577211,185.89871714
broken,-69.1250643533,-44.7732528731,196.7779114828
broken,-63.2806295981,-9.5965905216,186.9433870804
broken,-50.3964602197,14.2444867003,167.241973853
broken,-34.8826329589,25.0814377707,147.7553204359
broken,-20.4912559838,28.1192768933,132.1133287695
broken,-8.8247280933,28.1847147417,120.2590873362
broken,0.0575381871,27.9628002084,111.2926135791
broken,6.7548010722,28.6419383804,104.5305298671
broken,12.0077140262,30.667320359,99.6715389396
broken,16.4860195461,34.1581702981,96.734455471
broken,20.7273357266,39.0693164408,95.990038837
broken,25.129411098,45.1918936956,97.9079480036
broken,29.9444069214,52.0390677467,103.0637200493
broken,35.2471255195,58.65421272,111.9074348029
broken,40.8648264476,63.4459380892,124.2933376615
broken,46.2842932416,64.3108525575,138.8254273165
broken,50.6106674774,59.4133089193,152.5153731818
broken,52.7233014235,48.5977511698,161.6254297183
broken,51.7331693626,34.2925687564,163.7499037715
broken,47.5474252171,20.4197011976,159.2904780151
broken,41.0367714524,9.9838620285,150.6744327041
broken,33.5840731907,3.8119926723,140.4482529895
broken,26.4387738663,1.1485643644,130.2043831676
broken,20.3691235858,0.7801650241,120.6095861134
broken,15.667773531,1.7002543525,111.8171839514
broken,12.3155689281,3.2810570097,103.7914322198
broken,10.1472860677,5.220018654,96.4654241279
broken,8.9647418884,7.4398531708,89.7962433666
broken,8.5987685962,10.0083764478,83.7799349
broken,8.9370744806,13.0898935589,78.4602492569
broken,9.9337510594,16.9220988219,73.9466833158
broken,11.6109545224,21.8076068457,70.4509880122
broken,14.05815108,28.1054076312,68.3515281071
broken,17.4294926523,36.1977051908,68.295208435
broken,21.9338636615,46.3845776142,71.3349768829
broken,27.8020350102,58.6167246457,79.0459457886
broken,35.1975605227,71.9322971361,93.3985795589
broken,44.0138973099,83.5403856875,115.8403226069
broken,53.5002545205,88.0764292854,144.8878029245
broken,61.7985364641,79.0226858125,173.1374042849
broken,65.9323323077,54.5823896154,188.9997654338
broken,63.2083460616,23.3001762328,186.669907769
broken,53.6303853027,-2.0581432516,171.8488558642
broken,40.2651384496,-16.1663201235,153.8099616824
broken,26.7215883921,-21.5544549424,137.7177303595
broken,15.1353379918,-22.5586683709,124.7033419292
broken,6.0887764648,-22.2176181114,114.3099341831
broken,-0.7047582335,-22.1170626593,105.8994898868
broken,-5.8437112957,-22.9733181627,99.066323486
broken,-9.9548169438,-25.0937672431,93.6678022071
broken,-13.5881650156,-28.6251096568,89.7856413511
broken,-17.1970317295,-33.6534970852,87.7115688544
broken,-21.1465834149,-40.1999704675,87.96317461
broken,-25.7193963075,-48.1161545366,91.295405151
broken,-31.0946182825,-56.8617482286,98.6234364148
broken,-37.2787294695,-65.1678219759,110.6945420069
broken,-43.9721116711,-70.7341396512,127.3119854387
broken,-50.3949983863,-70.4456464756,146.2068897829
broken,-55.2071539277,-61.8408767695,162.6025791019
broken,-56.7992474098,-45.622946144,171.1923785737
broken,-54.116935106,-26.5584493881,169.9081093632
broken,-47.5028985337,-10.4199284584,161.1814516317
broken,-38.6029857156,-0.0893442038,149.1741615341
broken,-29.3597117528,4.8847087838,136.8885150045
broken,-21.141050824,6.3489314932,125.5937212171
broken,-14.5434550679,6.0181751824,115.5158562167
broken,-9.6086638078,5.0103822566,106.5055276567
broken,-6.1000927524,3.9213529989,98.3617499889
broken,-3.6949457721,3.0138883623,90.9283167572
broken,-2.0848255798,2.3714733073,84.0994495737
broken,-1.0153138469,1.995918827,77.8038121333
broken,-0.2926180052,1.8624450095,71.9901009478
broken,0.2245971183,1.9481827448,66.6183405269
broken,0.6382576687,2.2460158018,61.6556393954
broken,1.0241196206,2.7716041667,57.0747259542
broken,1.4435159117,3.5684854264,52.8543557402
broken,1.9535085952,4.7143188386,48.9815728772
broken,2.6161030536,6.3303670758,45.4567692435
broken,3.507526419,8.5959046399,42.3038667076
broken,4.728737192,11.7690133445,39.5903985624
broken,6.4184034686,16.2144491779,37.4668824845
broken,8.7694544388,22.4361419786,36.2433770579
broken,12.0494594484,31.1015945008,36.535264118
broken,16.621971861,43.0153758736,39.5273006694
broken,22.956388824,58.9193623558,47.3965352181
broken,31.5875024716,78.8165046011,63.774526193
broken,42.9224629827,100.2396967406,93.4329722859
broken,56.6785990846,115.1114648095,138.6514962003
broken,70.7024868586,108.16587493,189.479621957
broken,79.6936999957,68.1042395458,218.7516408626
broken,76.9122294877,11.7201174021,209.6295478856
broken,61.2661225872,-28.382650637,180.0660486839
broken,39.7504170134,-44.7127666113,152.4023080999
broken,19.4792529434,-48.1577743335,133.5183160222
broken,3.246366397,-47.9158279444,122.3045297561
broken,-9.032560245,-47.9440587457,116.6369189931
broken,-18.3713198851,-49.2305446442,115.1634697118
broken,-25.7775338273,-51.4838530369,117.1816114124
broken,-31.9470504376,-53.8369070595,122.1914941755
broken,-37.2006160269,-55.1348517619,129.4762662111
broken,-41.5048326033,-54.2035954921,137.8063942599
broken,-44.5525356966,-50.2747688856,145.4357976384
broken,-45.9258716619,-43.4665370972,150.5465002493
broken,-45.3356313664,-34.9415262092,151.9784641101
broken,-42.8410461287,-26.4438941032,149.6938114867
broken,-38.9057296426,-19.4802344334,144.5798154363
broken,-34.2436107924,-14.7823705835,137.8341365092
broken,-29.5729131422,-12.3375191003,130.4613720291
broken,-25.4364185722,-11.737951034,123.1088277364
broken,-22.148786363,-12.510715662,116.1334792796
broken,-19.8356493948,-14.293671093,109.7303734803
broken,-18.5055746023,-16.8840412164,104.036763335
broken,-18.1164065897,-20.2219907957,99.1994834645
broken,-18.6217467992,-24.3507422822,95.4202155563
broken,-19.9967057151,-29.3678432382,92.9935870779
broken,-22.2457787206,-35.3628598177,92.3434607449
broken,-25.3938781839,-42.3236194536,94.0465690362
broken,-29.4570160886,-49.9863645952,98.8040183836
broken,-34.3840597302,-57.6174846847,107.2756359569
broken,-39.9600817193,-63.7817230532,119.6555047287
broken,-45.6772756394,-66.3206997534,134.9560181082
broken,-50.6316974268,-62.9725741222,150.3865686425
broken,-53.5935078337,-52.8705955939,161.8258702836
broken,-53.4200088961,-37.9918044974,165.979052243
broken,-49.7172398404,-22.5821608672,162.5677313391
broken,-43.2048208869,-10.4535624525,154.0424950796
broken,-35.3445188626,-3.0062582843,143.390693468
broken,-27.5833363238,0.4140051754,132.5928312038
broken,-20.863974364,1.177290834,122.4960627477
broken,-15.5740707165,0.4821228434,113.2896211405
broken,-11.7205842621,-0.9010480189,104.9151492358
broken,-9.1238955637,-2.5788297746,97.2697165479
broken,-7.5530797743,-4.4150653956,90.2736897748
broken,-6.7999563234,-6.4320429667,83.8831551615
broken,-6.7116571178,-8.7493637083,78.0896614098
broken,-7.2007066995,-11.5544864744,72.9245704365
broken,-8.2456138455,-15.095096379,68.4752825296
broken,-9.8894896535,-19.6836882284,64.9197544826
broken,-12.2400973115,-25.7030854711,62.5892789536
broken,-15.4712144698,-33.5933271388,62.0737826764
broken,-19.8205215104,-43.7781165902,64.380581049
broken,-25.5703443295,-56.4420552464,71.1194399626
broken,-32.9795549496,-70.997683247,84.5409644129
broken,-42.103905741,-85.0680628846,106.8821540135
broken,-52.4153034554,-93.2427048272,138.0003771953
broken,-62.2138797847,-87.5194650716,171.2557528617
broken,-68.2872202535,-63.1887883678,192.9885503186
broken,-67.063596601,-27.8163506829,193.5024547304
broken,-57.6442575806,2.6129031037,177.8493205675
broken,-43.1825390164,19.8129617216,157.7253126912
broken,-28.0636188393,26.3280567898,140.0376049394
broken,-15.0096166883,27.5628710234,126.2717987394
broken,-4.7922196375,27.276112695,115.7977994504
broken,2.9041801223,27.3414028997,107.7867986287
broken,8.7691135889,28.5406865471,101.7409298423
broken,13.5142910989,31.1513427995,97.5121802651
broken,17.747183507,35.2307155096,95.2332385912
broken,21.9432311876,40.7009387525,95.2673709785
broken,26.4450810032,47.3002674498,98.1609491789
broken,31.4503257504,54.4294482575,104.5261893318
broken,36.9653151521,60.9357471448,114.7416399729
broken,42.7182188303,64.9792493674,128.3806465395
broken,48.0608661592,64.3130617533,143.5224232236
broken,51.9613931018,57.3460233792,156.6443163986
broken,53.2537043684,44.6839275336,163.984884776
broken,51.196957928,29.5879230579,163.8591732618
broken,46.0107895592,16.1519486757,157.5696662835
broken,38.8446677472,6.8337421889,147.9281000927
broken,31.1620456132,1.8110693388,137.3342949552
broken,24.1178113073,-0.0044013313,127.0791517281
broken,18.3284802741,0.1306558745,117.6097328547
broken,13.9610024182,1.2900789854,108.9722925015
broken,10.9199807943,2.9420159571,101.0927087234
broken,9.0052692334,4.8569390477,93.8943574889
broken,8.0096699888,7.0034830655,87.3323435014
broken,7.7681851272,9.4747662759,81.4003424277
broken,8.1777646029,12.4476163873,76.1367996066
broken,9.2025290312,16.1662163144,71.642079169
broken,10.8738139791,20.9394909628,68.1143409607
broken,13.2895764552,27.1388153901,65.9137770652
broken,16.6133937996,35.1734078361,65.6670124496
broken,21.0677971684,45.3977704823,68.4153236834
broken,26.9069907637,57.8605430009,75.7618042839
broken,34.3358433006,71.7467986763,89.8128175907
broken,43.3144725908,84.4052856131,112.354557319
broken,53.1762677162,90.3857733166,142.4164416761
broken,62.1065490603,82.4998435922,172.7729253658
broken,67.0009397479,57.8412202453,190.8758758393
broken,64.8026070673,24.7823250751,189.4714846358
broken,55.1977393892,-2.5606294358,174.1935527995
broken,41.3357308712,-17.8156985323,155.2957014986
broken,27.1393878143,-23.5994819732,138.5764851721
broken,14.9620590653,-24.6766540842,125.2757324984
broken,5.4487679095,-24.3604896408,114.8599339048
broken,-1.7054539026,-24.3448839397,106.6158781252
broken,-7.1389171115,-25.3714006567,100.1042205022
broken,-11.5147131623,-27.7381246463,95.1849444297
broken,-15.4083319185,-31.5612217943,91.9682481616
broken,-19.2850254887,-36.8677180408,90.7892446892
broken,-23.5048717012,-43.5698485324,92.2031440174
broken,-28.3204661407,-51.3315589265,96.9485120097
broken,-33.8431284093,-59.3279424179,105.7724351677
broken,-39.9594837714,-65.9589350082,118.9602399528
broken,-46.1993520682,-68.7723119844,135.4957654009
broken,-51.6168624481,-65.1268703553,152.2719059214
broken,-54.8592643458,-53.9535441675,164.5810842143
broken,-54.641891503,-37.5310387366,168.6984988328
broken,-50.5352868391,-20.7771079272,164.5021611236
broken,-43.3933239002,-7.9392902582,154.9754306427
broken,-34.8843558262,-0.3476117673,143.500941522
broken,-26.595537252,2.9532160683,132.1578656114
broken,-19.5038364551,3.5783449869,121.7317466692
broken,-13.9641129091,2.849473449,112.3241199661
broken,-9.9288521831,1.5815296958,103.8116301454
broken,-7.1663605322,0.1821368257,96.0499196959
broken,-5.4027211663,-1.2002592699,88.9300696879
broken,-4.3941303112,-2.564084116,82.3800931758
broken,-3.9549192243,-3.9869558152,76.3551909242
broken,-3.9626080061,-5.59224524,70.8312823413
broken,-4.3537209423,-7.5386804246,65.8051170799
broken,-5.118111218,-10.0249336051,61.3021381391
broken,-6.2957485909,-13.3040378949,57.3949828473
broken,-7.9777380239,-17.7037522318,54.2393779735
broken,-10.3119814338,-23.647067533,52.1402893891
broken,-13.5124020976,-31.658266295,51.6693815725
broken,-17.867409505,-42.3156435023,53.8599685291
broken,-23.7349856643,-56.0548190272,60.4821068205
broken,-31.4917456714,-72.6164310373,74.2606549336
broken,-41.3616701592,-89.8174921106,98.4358712309
broken,-52.9910674276,-101.6320301021,134.1707109252
broken,-64.6648984695,-97.6267466976,174.6568204809
broken,-72.5757420442,-69.7565057814,202.116819241
broken,-71.8991253411,-26.5669779232,202.3065698761
broken,-61.0194099608,9.9187023006,182.359145763
broken,-43.9942630181,28.9712771313,158.546436324
broken,-26.4825333822,35.2110830715,139.2484729489
broken,-11.6760654333,35.9800976563,125.4904058391
broken,-0.2385862918,35.687466837,116.0523392134
broken,8.3836664591,36.2032887263,109.8152282647
broken,15.0603758032,38.1046183863,106.2066502029
broken,20.5909940232,41.3897553226,105.0946032901
broken,25.582696735,45.746491821,106.6100885934
broken,30.4220075556,50.5863122578,110.9613660348
broken,35.2614406842,54.988076007,118.1879209479
broken,39.9958331616,57.6877096128,127.8213669236
broken,44.2418835099,57.289432446,138.5541106997
broken,47.3732952546,52.8312529678,148.2310614649
broken,48.6832051058,44.5292996257,154.505774424
broken,47.6862677905,34.0613735712,155.9634215184
broken,44.4162931779,23.8526303553,152.7937160951
broken,39.4810141005,15.8307608744,146.3852345731
broken,33.8049533262,10.7320188144,138.3575002192
broken,28.2674490434,8.3039217865,129.9046523572
broken,23.4762025017,7.8797783768,121.685003164
broken,19.7330607117,8.8136538774,113.9905525308
broken,17.1124030715,10.6610271416,106.9387442907
broken,15.5640728483,13.1981302696,100.5973180048
broken,14.9962466294,16.3800442475,95.0511650605
broken,15.3283580578,20.2894162098,90.4420388942
broken,16.5190120143,25.090464166,87.0047907554
broken,18.5761605307,30.982009156,85.1126472509
broken,21.5535642008,38.1291555698,85.3321232094
broken,25.5317061293,46.5391918563,88.4664577696
broken,30.5735027038,55.8363092036,95.5178546594
broken,36.6365762638,64.9098954899,107.4104655359
broken,43.422172878,71.5429549258,124.2428885652
broken,50.1711605695,72.478600415,144.0567702132
broken,55.5249461324,64.7663612025,162.0697211062
broken,57.7428857492,48.5099582061,172.3773550588
broken,55.5269831389,28.4087533717,172.1261315034
broken,49.0186079947,10.8774710047,163.5396349151
broken,39.8647351171,-0.5437738197,151.1552563138
broken,30.1666929723,-6.1275636924,138.3902105151
broken,21.4560713728,-7.86200797,126.7075723635
broken,14.4197323305,-7.6500202217,116.3642503424
broken,9.122991718,-6.7395972778,107.183837329
broken,5.315970359,-5.8004156696,98.9340987729
broken,2.6480377121,-5.1382715236,91.4381687037
broken,0.7793234955,-4.869217398,84.5804278763
broken,-0.5763263189,-5.0304543962,78.2882827277
broken,-1.6453170575,-5.6445430521,72.517054121
broken,-2.6051312962,-6.7557095774,67.2432434969
broken,-3.6012700837,-8.4520758174,62.4659203114
broken,-4.7654634598,-10.8828613079,58.2166932847
broken,-6.2336389433,-14.2758299241,54.5817698077
broken,-8.1637647787,-18.9565765788,51.744387253
broken,-10.7540396107,-25.3653710063,50.0630479744
broken,-14.2607591456,-34.0539688493,50.2100906407
broken,-19.0111294745,-45.6125294076,53.3982361574
broken,-25.3954654585,-60.4040013068,61.6830696875
broken,-33.7975140621,-77.8515483747,78.1269108918
broken,-44.3704822971,-94.9318801267,105.9908213313
broken,-56.5052177762,-104.1214925557,145.1441009015
broken,-67.9331237233,-93.9713019939,185.3767873792
broken,-74.1822865082,-59.1688013357,206.6495363725
broken,-70.5790500668,-14.2873744021,199.2868188293
broken,-57.0690479073,18.3730916246,176.0184575877
broken,-38.9629344196,33.1936270029,152.5291771913
broken,-21.6453596782,37.1756208902,134.7028944776
broken,-7.5283243418,37.2819084324,122.3997159665
broken,3.226131524,37.1281911878,114.2187805985
broken,11.3626258433,38.0838923761,109.1523091383
broken,17.7757298112,40.4594729197,106.7558433274
broken,23.2198281572,44.0820824746,106.9733673979
broken,28.2267691934,48.4775370578,109.932936629
broken,33.0869534809,52.8719894437,115.7195951353
broken,37.8353621119,56.1660820476,124.07971112
broken,42.2347348965,57.0413322838,134.0880970669
broken,45.7883182694,54.3548918163,143.9867385071
broken,47.8442959207,47.8010586982,151.53179268
broken,47.8339189873,38.4137073112,154.9172441348
broken,45.573068185,28.2927864343,153.6652025885
broken,41.4258005648,19.5608316317,148.674119009
broken,36.1782080209,13.4207243534,141.4574201826
broken,30.7164119407,10.0064492626,133.3541638832
broken,25.7460208979,8.8236103467,125.214435831
broken,21.6846423656,9.2362531663,117.4673700626
broken,18.6970289578,10.7377942365,110.3025918962
broken,16.7868126247,13.0285564728,103.8163285248
broken,15.8848311482,15.9975563244,98.0976571763
broken,15.9118851905,19.6759970414,93.2776897546
broken,16.8152720347,24.1895098046,89.5669810883
broken,18.5850890995,29.7102423729,87.2966531803
broken,21.2551258851,36.3937985187,86.9669412278
broken,24.8884073172,44.2726279721,89.2884111999
broken,29.5406202743,53.066961708,95.1625908831
broken,35.1869422184,61.8860101519,105.4777531372
broken,41.5947185225,68.8853742207,120.5242229112
broken,48.14447589,71.2136301854,138.9534241458
broken,53.6810729209,65.9399886615,156.8960698609
broken,56.6232126987,52.3229622731,168.8827170858
broken,55.5911525965,33.7226396623,171.2702508028
broken,50.3427094923,16.0261252184,164.9364606054
broken,42.1067292666,3.4557278424,153.7852800537
broken,32.8304889248,-3.3442647901,141.4242950244
broken,24.1485480332,-5.9109285375,129.7226915956
